C6,0.2008763572076956,505.30666666664183
C5,0.2221376829842723,725.4133333333458
C3+C6,0.9906775674720605,2947.806666666642
C3+C6+C7,1.4245625645915667,4899.673333333309
C3+C5+C6,1.1689945249756177,3627.0666666666666
C3+C5+C6+C7,1.5229471321900685,5499.273333333308
C3+C4+C5+C6,1.4277403766910235,4963.1
C3+C4+C5+C6+C7,1.6591805205742518,6661.426666666692
C2,0.11958810627460466,291.61999999998756
C2+C6,0.3263607938587665,801.2666666666667
C2+C6+C7,0.960554375400146,2927.893333333358
C2+C5,0.349493903964758,1021.2333333332713
C2+C5+C6,0.5589319638907907,1527.639999999975
C2+C3,0.925764924089114,2753.4733333333083
C2+C3+C6,1.0916576314965885,3235.186666666654
C2+C3+C6+C7,1.477686346868674,5154.319999999925
C2+C3+C5,1.1145561673243842,3441.0066666666416
C2+C3+C5+C6,1.2529701302448908,3904.8533333333207
C2+C3+C5+C6+C7,1.5628793172041573,5740.226666666629
C2+C3+C4+C5+C6,1.4812255632877347,5217.686666666655
C2+C3+C4+C5+C6+C7,1.6822161213556923,6875.3266666666295
C1,0.30861237317323664,760.1199999999876
C1+C7,0.9388889521360397,2877.0599999999627
C1+C6,0.5157019265492758,1264.1266666666916
C1+C6+C8,0.7807498955726621,2255.0066666666416
C1+C6+C7,1.098719554344813,3350.0333333333333
C1+C5,0.5386603970577318,1482.5933333333583
C1+C5+C6,0.738005316009124,1979.8933333333582
C1+C4+C6,0.9157432833313942,2733.886666666654
C1+C4+C5+C6,1.09959479312102,3417.046666666679
C1+C3,1.0709110329548517,3183.6599999999626
C1+C3+C7,1.4615909179051718,5100.0866666665925
C1+C3+C6,1.213044937948386,3649.446666666617
C1+C3+C6+C8,1.3619435731569924,4539.2066666666415
C1+C3+C6+C7,1.5339534560839332,5503.553333333321
C1+C3+C5,1.2333886329332988,3851.9866666666544
C1+C3+C5+C7,1.5485014440615974,5686.133333333333
C1+C3+C5+C6,1.3484962397813793,4298.086666666654
C1+C3+C5+C6+C8,1.4635267003377277,5146.760000000025
C1+C3+C5+C6+C7,1.6040116951862975,6066.633333333271
C1+C3+C4+C6,1.4483749593297641,4974.946666666679
C1+C3+C4+C6+C7,1.6590543270111084,6655.573333333308
C1+C3+C4+C5+C7,1.6706535838047656,6823.159999999963
C1+C3+C4+C5+C6,1.5379781516393023,5566.666666666667
C1+C3+C4+C5+C6+C7,1.7055228704214096,7159.766666666666
C1+C3+C4+C5+C6+C7+C8,1.7362305289506914,7801.486666666717
C1+C2,0.43532339314619684,1056.1800000000123
C1+C2+C7,1.0419973887999852,3163.153333333321
C1+C2+C6,0.6399041008452575,1560.3733333333084
C1+C2+C6+C8,0.8926953822871049,2545.053333333383
C1+C2+C6+C7,1.1857468977570533,3628.7933333332962
C1+C2+C5,0.6635209130744137,1778.1133333332837
C1+C2+C5+C6,0.8537062679727871,2272.8333333333335
C1+C2+C5+C6+C8,1.0740597678224246,3230.3800000000124
C1+C2+C5+C6+C7,1.3224492253859836,4277.639999999975
C1+C2+C4+C6,1.0197989235321683,3022.1666666666665
C1+C2+C3,1.1629180199901261,3466.2266666666296
C1+C2+C3+C7,1.5076490994294482,5348.1133333333455
C1+C2+C3+C6,1.288730866611004,3924.060000000025
C1+C2+C3+C6+C8,1.417073103487492,4795.946666666679
C1+C2+C3+C6+C7,1.5694458250204724,5741.193333333296
C1+C2+C3+C5,1.3081194597482684,4124.1133333333455
C1+C2+C3+C5+C7,1.5830438542366028,5920.573333333371
C1+C2+C3+C5+C6,1.4079127886891365,4560.933333333333
C1+C2+C3+C5+C6+C7,1.63067822933197,6290.859999999962
C1+C2+C3+C4+C7,1.6414292528231935,6518.533333333334
C1+C2+C3+C4+C6,1.4957868617773054,5225.880000000013
C1+C2+C3+C4+C6+C7,1.680021424690882,6866.940000000037
C1+C2+C3+C4+C5,1.511513530611992,5411.6
C1+C2+C3+C4+C5+C7,1.690910012920697,7031.133333333333
C1+C2+C3+C4+C5+C7+C8,1.7238928633928299,7684.2066666666415
C1+C2+C3+C4+C5+C6,1.5736471881469092,5804.039999999975
C1+C2+C3+C4+C5+C6+C7,1.7216874704758325,7358.3
C1+C2+C3+C4+C5+C6+C7+C8,1.7489134604732195,7983.153333333259
