2020-05-09,-4.572374110632142e+98
2020-05-10,-4.574479113044378e+98
2020-05-11,-4.572287033767296e+98
2020-05-12,-4.566276818316779e+98
2020-05-13,-4.5552492821636707e+98
2020-05-14,-4.5390744245102815e+98
2020-05-15,-4.5176956658777813e+98
2020-05-16,-4.489848229597852e+98
2020-05-17,-4.462858134012794e+98
2020-05-18,-4.4318659165315076e+98
2020-05-19,-4.391120043262753e+98
2020-05-20,-4.333305875485869e+98
2020-05-21,-4.255542821295652e+98
2020-05-22,-4.179385659312241e+98
2020-05-23,-4.1387727000243183e+98
2020-05-24,-4.120420920749884e+98
2020-05-25,-4.1189722493957504e+98
2020-05-26,-4.131800997581608e+98
2020-05-27,-4.1504363570274875e+98
2020-05-28,-4.164415175295469e+98
2020-05-29,-4.165318626217255e+98
2020-05-30,-4.1504176034110126e+98
2020-05-31,-4.122177023962426e+98
2020-06-01,-4.083604749465194e+98
2020-06-02,-4.039341389626904e+98
2020-06-03,-3.9824222518517914e+98
2020-06-04,-3.9291234724258906e+98
2020-06-05,-3.881892216225129e+98
2020-06-06,-3.8410086040159586e+98
2020-06-07,-3.804986275137356e+98
2020-06-08,-3.770795701196005e+98
2020-06-09,-3.735047666717574e+98
2020-06-10,-3.7072086513576626e+98
2020-06-11,-3.6758534239458445e+98
2020-06-12,-3.643115344911498e+98
2020-06-13,-3.611988984450239e+98
2020-06-14,-3.585455439285655e+98
2020-06-15,-3.565669554572795e+98
2020-06-16,-3.553365270389398e+98
2020-06-17,-3.5478894874899003e+98
2020-06-18,-3.5478466090755356e+98
2020-06-19,-3.551972859884688e+98
2020-06-20,-3.559413857924111e+98
2020-06-21,-3.569785882351872e+98
2020-06-22,-3.583062532445755e+98
2020-06-23,-3.5993098100113073e+98
2020-06-24,-3.618339086440114e+98
2020-06-25,-3.639544237564767e+98
2020-06-26,-3.661863772278058e+98
2020-06-27,-3.6839861209074494e+98
2020-06-28,-3.704630939462216e+98
2020-06-29,-3.722765504518656e+98
2020-06-30,-3.739899937387798e+98
2020-07-01,-3.7533724990479504e+98
2020-07-02,-3.762886591040516e+98
2020-07-03,-3.7682088856032376e+98
2020-07-04,-3.769072917515643e+98
2020-07-05,-3.7651078931859824e+98
2020-07-06,-3.755851253753556e+98
2020-07-07,-3.738766527071769e+98
2020-07-08,-3.71677700138624e+98
2020-07-09,-3.69388693796206e+98
2020-07-10,-3.680741290072579e+98
2020-07-11,-3.694204930109361e+98
2020-07-12,-3.744476183955356e+98
2020-07-13,-3.813703975688584e+98
2020-07-14,-3.859627667843638e+98
2020-07-15,-3.852914237293826e+98
2020-07-16,-3.798489421546729e+98
2020-07-17,-3.734630717380433e+98
2020-07-18,-3.702463258093948e+98
2020-07-19,-3.70606331519815e+98
2020-07-20,-3.72767603885171e+98
2020-07-21,-3.7497098995431807e+98
2020-07-22,-3.7643661239285534e+98
2020-07-23,-3.7705124851724553e+98
2020-07-24,-3.77045322010292e+98
2020-07-25,-3.76819022302374e+98
2020-07-26,-3.7687871524568445e+98
2020-07-27,-3.772460130176562e+98
2020-07-28,-3.780039231304289e+98
2020-07-29,-3.792477339838254e+98
2020-07-30,-3.8104184513267e+98
2020-07-31,-3.8336204074209755e+98
2020-08-01,-3.86124676041155e+98
2020-08-02,-3.891812515191994e+98
