2020-05-09,15.415896397829055
2020-05-10,15.301396435499191
2020-05-11,15.036765176057816
2020-05-12,14.637369340658188
2020-05-13,14.17717787027359
2020-05-14,13.716394859552384
2020-05-15,13.34310086965561
2020-05-16,13.188363862037658
2020-05-17,13.09917711019516
2020-05-18,13.035674691200256
2020-05-19,13.012734818458558
2020-05-20,13.036101430654526
2020-05-21,13.09541488289833
2020-05-22,13.153895360231399
2020-05-23,13.176817804574966
2020-05-24,13.165973496437072
2020-05-25,13.126670664548874
2020-05-26,13.070354640483856
2020-05-27,13.007396346330642
2020-05-28,12.945073932409286
2020-05-29,12.888458806276322
2020-05-30,12.840615546703338
2020-05-31,12.804408434033395
2020-06-01,12.779269635677338
2020-06-02,12.76111526787281
2020-06-03,12.733619022369385
2020-06-04,12.693346095085145
2020-06-05,12.63784049153328
2020-06-06,12.565181115269661
2020-06-07,12.473183393478394
2020-06-08,12.360453887283803
2020-06-09,12.227275680005551
2020-06-10,12.085949376225471
2020-06-11,11.937217861413956
2020-06-12,11.781504126638175
2020-06-13,11.61704642996192
2020-06-14,11.439877536147833
2020-06-15,11.248333449661732
2020-06-16,11.048794886469842
2020-06-17,10.855413353443147
2020-06-18,10.690562556684018
2020-06-19,10.573000065982342
2020-06-20,10.511488200724125
2020-06-21,10.504371903836727
2020-06-22,10.54295299500227
2020-06-23,10.615880717337133
2020-06-24,10.712351129949093
2020-06-25,10.823905821144582
2020-06-26,10.944919455051423
2020-06-27,11.072259084880352
2020-06-28,11.204198978841305
2020-06-29,11.339435563236476
2020-06-30,11.474933605641127
2020-07-01,11.607562017440797
2020-07-02,11.730965776741506
2020-07-03,11.835074280947447
2020-07-04,11.906216777861118
2020-07-05,11.92909392118454
2020-07-06,11.890953601896763
2020-07-07,11.785590349137784
2020-07-08,11.616959255933763
2020-07-09,11.397494747489691
2020-07-10,11.14468779116869
2020-07-11,10.880953325331213
2020-07-12,10.634952767193319
2020-07-13,10.437847323715687
2020-07-14,10.314899073541165
2020-07-15,10.277134041488171
2020-07-16,10.323720405995847
2020-07-17,10.445302577316761
2020-07-18,10.626394911110403
2020-07-19,10.849361982941629
2020-07-20,11.100219874083997
2020-07-21,11.371388640999795
2020-07-22,11.657552878558636
2020-07-23,11.945681911706926
2020-07-24,12.204953554272652
2020-07-25,12.388167282938959
2020-07-26,12.456210055947304
2020-07-27,12.411480712890626
2020-07-28,12.295380733907223
2020-07-29,12.142564502358438
2020-07-30,11.9581379622221
2020-07-31,11.741833984851837
2020-08-01,11.508741654455662
2020-08-02,11.28035037815571
